date,actual,svr,mlp,lr
2016-11-28,4.26,4.27183229695,4.1968757278,4.2613644866
2016-11-29,4.29,4.30420487726,4.23411458543,4.29308732297
2016-11-30,4.3,4.32293439869,4.26657050473,4.3108759263
2016-12-01,4.25,4.27494906726,4.25640693245,4.2615216571
2016-12-02,4.23,4.24325023832,4.13988187567,4.23460485458
2016-12-05,4.51,4.5264274257,4.51006603297,4.50979723836
2016-12-06,4.57,4.60192114486,4.53386629007,4.58704022405
2016-12-07,4.7,4.72940225971,4.71211591057,4.71032606811
2016-12-08,4.58,4.61762093006,4.61552506307,4.59913156011
2016-12-09,4.62,4.65756412059,4.6924413639,4.63666940254
2016-12-12,4.63,4.65809691879,4.60653353761,4.64167180338
2016-12-13,4.74,4.77247465428,4.77996480117,4.75158624328
2016-12-14,4.7,4.7420192552,4.70020576221,4.72405812915
2016-12-15,4.72,4.76661054685,4.79417242707,4.74475481348
2016-12-16,4.88,4.92616812945,4.96312867343,4.90186526143
2016-12-19,4.89,4.93111675222,5.00101073581,4.90504769164
2016-12-20,4.9,4.93210311256,4.94228060844,4.90911422764
2016-12-21,4.76,4.797380257,4.77705455706,4.77762622318
2016-12-22,4.72,4.75503275728,4.74637482085,4.73519484563
2016-12-23,4.88,4.89986818706,4.85060564644,4.88035334403
2016-12-27,4.91,4.93836621367,4.93099258656,4.91620922421
2016-12-28,4.8,4.82490079905,4.77994487661,4.80608405233
2016-12-29,4.83,4.85688376981,4.84376695795,4.83602533378
2016-12-30,4.81,4.84453793865,4.86925436145,4.82187207695
2017-01-03,4.77,4.79651829233,4.7583968082,4.77769636714
2017-01-04,4.84,4.84781046274,4.78580072937,4.82959532702
2017-01-05,4.9,4.90963789459,4.92261693611,4.88677996196
2017-01-06,4.92,4.9286226975,4.95182636827,4.90500204205
2017-01-09,4.83,4.84450654594,4.84835902614,4.82292146607
2017-01-10,4.84,4.85155421293,4.85924372923,4.82968384716
2017-01-11,4.78,4.78893518379,4.7702796915,4.76919842423
2017-01-12,4.7,4.70662644566,4.67434205583,4.68860673733
2017-01-13,4.75,4.75912995533,4.70256225837,4.74172261031
2017-01-17,4.74,4.74794892637,4.74385490103,4.72796171929
2017-01-18,4.69,4.69103107476,4.67663401447,4.6722767245
2017-01-19,4.74,4.73906470362,4.727836008,4.71955610891
2017-01-20,4.76,4.76257445499,4.79712079495,4.74040663626
2017-01-23,4.68,4.68636440839,4.68990393504,4.66673858723
2017-01-24,4.67,4.67383467571,4.65791699344,4.65537035559
2017-01-25,4.62,4.62092201808,4.61605493656,4.6025355901
2017-01-26,4.72,4.71751652959,4.71809591866,4.69766123468
2017-01-27,4.64,4.64044407235,4.61870877892,4.62269126722
2017-01-30,4.54,4.54482002754,4.52887565486,4.52794226037
2017-01-31,4.52,4.52146995198,4.47018306123,4.5067092206
2017-02-01,4.57,4.5717541301,4.58446648057,4.55306150117
2017-02-02,4.82,4.8118335532,4.81280375685,4.79079917099
2017-02-03,4.83,4.82551352618,4.88245755968,4.80141257251
2017-02-06,4.75,4.75646353642,4.83827198735,4.73192343033
2017-02-07,4.86,4.87174957199,4.94072032429,4.84645774878
2017-02-08,4.88,4.89427132062,5.00145006202,4.86672425659
2017-02-09,4.89,4.89114824431,4.89854934662,4.86880633146
