Date,Actual,Day_1,Day_2,Day_3,Day_4,Day_5
2016-11-28,4.26,4.2613644866,4.35073688805,4.40102752217,4.44404636075,4.52566892788
2016-11-29,4.29,4.29308732297,4.35711514583,4.4040520537,4.4724806525,4.53974899501
2016-11-30,4.3,4.3108759263,4.39794950414,4.4414191031,4.51482999392,4.55628222465
2016-12-01,4.25,4.2615216571,4.37201089626,4.43289794435,4.49964099132,4.56149676772
2016-12-02,4.23,4.23460485458,4.32353151674,4.40845611025,4.49268530087,4.56705560727
2016-12-05,4.51,4.50979723836,4.51143300723,4.59861006037,4.63391475791,4.61619944986
2016-12-06,4.57,4.58704022405,4.63097476736,4.64954162068,4.71040291517,4.58356641295
2016-12-07,4.7,4.71032606811,4.68728529398,4.68805644187,4.77362850597,4.63846371635
2016-12-08,4.58,4.59913156011,4.61450754305,4.61452598535,4.67964466593,4.66792595392
2016-12-09,4.62,4.63666940254,4.6517816256,4.65983561857,4.69662644995,4.68795373664
2016-12-12,4.63,4.64167180338,4.65208691608,4.68720631794,4.7325037298,4.71687444594
2016-12-13,4.74,4.75158624328,4.72050397822,4.72633820914,4.75888058393,4.71887782493
2016-12-14,4.7,4.72405812915,4.68252442698,4.69784482537,4.70455938186,4.74078832628
2016-12-15,4.72,4.74475481348,4.69991085973,4.76734360586,4.7757848901,4.79416945491
2016-12-16,4.88,4.90186526143,4.86238580099,4.87427895889,4.84317981474,4.83041085431
2016-12-19,4.89,4.90504769164,4.86249847242,4.80918533143,4.77167944027,4.76664132682
2016-12-20,4.9,4.90911422764,4.84326419514,4.79967597181,4.78241112132,4.81934838146
2016-12-21,4.76,4.77762622318,4.76606022991,4.73818573415,4.71588321489,4.74733326461
2016-12-22,4.72,4.73519484563,4.72390475675,4.72849560415,4.71238611073,4.82858381037
2016-12-23,4.88,4.88035334403,4.84105489262,4.84167197776,4.79878117725,4.82606424306
2016-12-27,4.91,4.91620922421,4.87689683842,4.85696430532,4.80694246922,4.81277955652
2016-12-28,4.8,4.80608405233,4.77098511844,4.78031736115,4.76814670288,4.78076770626
2016-12-29,4.83,4.83602533378,4.80767175957,4.81339356218,4.78872948606,4.80876040296
2016-12-30,4.81,4.82187207695,4.82374683157,4.83727377548,4.79081101308,4.80074413006
2017-01-03,4.77,4.77769636714,4.7522299524,4.76935516776,4.7356277286,4.78089464675
2017-01-04,4.84,4.82959532702,4.79919746954,4.80102915947,4.77313371506,4.79633536732
2017-01-05,4.9,4.88677996196,4.86716339634,4.84390625727,4.80164295432,4.78349937079
2017-01-06,4.92,4.90500204205,4.90129613242,4.86346616884,4.85542292272,4.81027917034
2017-01-09,4.83,4.82292146607,4.81765481714,4.80330151178,4.81541054764,4.79159615066
2017-01-10,4.84,4.82968384716,4.83319493348,4.81924695313,4.7936318718,4.78317172743
2017-01-11,4.78,4.76919842423,4.77801170686,4.80254442778,4.77864921344,4.75805519447
2017-01-12,4.7,4.68860673733,4.71725223235,4.71703709879,4.74260550265,4.76810192652
2017-01-13,4.75,4.74172261031,4.77277818418,4.74075907481,4.73542258424,4.7631639699
2017-01-17,4.74,4.72796171929,4.76197434545,4.77408100107,4.76023549227,4.75262384317
2017-01-18,4.69,4.6722767245,4.71080091524,4.72578582322,4.75745125396,4.75818011679
2017-01-19,4.74,4.71955610891,4.75388404061,4.73550446918,4.75006568028,4.75727220907
2017-01-20,4.76,4.74040663626,4.7907973465,4.77771041058,4.7644484066,4.75489257615
2017-01-23,4.68,4.66673858723,4.71174939046,4.70970500741,4.72150072476,4.7289386084
2017-01-24,4.67,4.65537035559,4.68405032572,4.67900251016,4.70136051816,4.7477285366
2017-01-25,4.62,4.6025355901,4.65146115066,4.66501785784,4.67537420409,4.7266731894
2017-01-26,4.72,4.69766123468,4.74839224334,4.75562603909,4.7550194287,4.75674991162
2017-01-27,4.64,4.62269126722,4.64264631632,4.67369175576,4.70569820214,4.7337241192
2017-01-30,4.54,4.52794226037,4.58364549951,4.60947098316,4.64504222937,4.70463699609
2017-01-31,4.52,4.5067092206,4.54524698205,4.61716897132,4.63911370719,4.72262557341
2017-02-01,4.57,4.55306150117,4.60575135437,4.65999135056,4.67456338158,4.74435127517
2017-02-02,4.82,4.79079917099,4.83477906912,4.78910933926,4.77292106683,4.76314990484
2017-02-03,4.83,4.80141257251,4.81915065126,4.78529958247,4.78152272887,4.75225883593
2017-02-06,4.75,4.73192343033,4.76149436912,4.73880498461,4.7732274236,4.77805313072
2017-02-07,4.86,4.84645774878,4.86267797897,4.82876732092,4.82428833046,4.79700066492
2017-02-08,4.88,4.86672425659,4.89408014043,4.86729568915,4.8485128203,4.81605861976
2017-02-09,4.89,4.86880633146,4.86412316679,4.82197445053,4.82056827033,4.80399051161
